:ID,name,:LABEL,description,node_count,page,relevance_score,semantic_type,source
n_12549d42,Application Components,CodeStructure,Key parts of the information system that interact with each other and external systems.,,16,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_09cf22f7,Software Classes and Methods,CodeStructure,Internal structures that define the behavior and properties of application components.,,16,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_cf1880d5,Class Responsibility Collaboration (CRC) Cards,DesignPattern,A technique used to identify and define the responsibilities and collaborations of classes in object-oriented design.,,19,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_a864f31a,Protection from Variations,DesignPrinciple,A principle that advocates for designing systems in a way that protects stable components from changes in less stable components.,,19,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_30ce23b6,Design Class Diagram (DCD),CodeStructure,"A diagram that represents the classes and their relationships in a system, used in object-oriented design.",,19,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_25896b85,Data Access Class,CodeStructure,"A class used to retrieve data from and send data to a database, often separating database access logic from entity classes.",,407,0.85,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_3eaf39a8,Architectural Concepts,ArchPattern,Fundamental ideas that guide the design and structure of software systems.,,9,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_cd818020,RealEstateOffice,DDDConcept,"Represents a bounded context in the domain of real estate, encapsulating the properties and behaviors related to real estate offices.",,19,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_56ee3495,Listing,DDDConcept,"An entity that represents a property listing in the real estate domain, containing details about the property for sale or rent.",,19,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_d0503ed0,Software Development Life Cycle (SDLC),ArchPattern,A framework defining the stages of software development from planning to deployment.,,26,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_e63b7234,SupplierView,CodeStructure,Represents the view layer component for displaying supplier information in the user interface.,,55,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_9568b0aa,ContactView,CodeStructure,Represents the view layer component for displaying contact information in the user interface.,,55,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_ec136b44,Supplier,CodeStructure,Domain layer class that interacts with the database to manage supplier data.,,55,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_bbaff128,Contact,CodeStructure,Domain layer class that interacts with the database to manage contact data.,,55,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_1ba99546,Retail Store System (RSS),CodeStructure,A retail store package that is part of the application architecture.,,69,0.7,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_35f81b8f,User Interface Prototypes,DesignPattern,A design pattern for creating user interfaces that allows for early user feedback and validation.,,74,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_1869bacf,Activity Diagrams,DesignPattern,"A design pattern that represents workflows of stepwise activities and actions, useful for understanding system requirements.",,74,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_36768915,High-Priority Requirements,QualityAttribute,A quality attribute that emphasizes the importance of prioritizing system requirements for effective project management.,,74,0.75,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_c9583e0e,User Interface Dialogs,DesignPattern,Patterns used to design user interface components that facilitate user interaction with the system.,,72,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_415e7f3c,SCM System,CodeStructure,"A system that manages supply chain operations, providing data for inventory and order management.",,72,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_144bd470,Event Decomposition Technique,DesignPrinciple,"A technique for identifying use cases based on external, temporal, and state events.",,109,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_e864ef67,Real-Time Systems,ArchPattern,"Systems that respond immediately to events in the environment, such as manufacturing process control systems.",,104,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_5d9404a5,Design Class Diagram,CodeStructure,"A diagram that defines the structure of classes in an object-oriented software system, detailing attributes and methods.",,405,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_f626a1e9,Domain Class Diagram,CodeStructure,"A diagram that represents the classes in the domain model and their relationships, crucial for domain-driven design.",,60,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_8c0c7908,System Vision Document,CodeStructure,"A document that outlines the overall vision and objectives of the system, guiding the development process.",,60,0.65,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_dff30349,Work Breakdown Structure (WBS),CodeStructure,"A hierarchical decomposition of the total scope of work to accomplish project objectives, aiding in project management.",,60,0.6,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_a884c21f,Perfect Technology Assumption,DesignPrinciple,"A principle that assumes systems operate under ideal conditions, used to simplify analysis.",,109,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_ab0eda6b,System Controls,QualityAttribute,Checks or safety procedures to protect the integrity of the system and data.,,109,0.7,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_f544e69f,Swimlane,DesignPattern,A visual element in activity diagrams that organizes activities into lanes to show which agent is responsible for each activity.,,90,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_1e23d90a,FURPS+,DesignPrinciple,An extension of FURPS that includes additional categories like design constraints and implementation requirements.,,76,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_3803d659,Design Constraints,DesignPrinciple,"Restrictions that hardware and software must adhere to, impacting design decisions.",,76,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_dea76ab0,Implementation Requirements,DesignPrinciple,"Constraints related to programming languages, tools, and documentation methods.",,76,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_af5a75aa,Interface Requirements,CodeStructure,"Describes interactions among systems, specifying formats and protocols for data exchange.",,76,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_72b692a6,Physical Requirements,DesignPrinciple,"Characteristics of hardware such as size, weight, and power consumption that affect system design.",,76,0.7,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_25bafe2e,Supportability Requirements,DesignPrinciple,"Describes how a system is installed, configured, monitored, and updated.",,76,0.7,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_1f4d14d1,State Event,DesignPattern,"An event that occurs when something happens inside the system that triggers some process, relevant for event-driven architectures.",,107,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_66d88845,Temporal Event,DesignPattern,"An event that occurs as a result of reaching a point in time, useful for time-based triggers in systems.",,107,0.7,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_a08fe807,Social Networking Subsystem,CodeStructure,A component of the system designed to facilitate social interactions among users.,,96,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_06704769,Resort Relations Subsystem,CodeStructure,A component that manages interactions and data related to resorts.,,96,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_5a801177,Student Booking Subsystem,CodeStructure,A component that handles the booking process for students.,,96,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_d48a346a,FURPS+ Model,QualityAttribute,"A model that emphasizes functional and nonfunctional requirements including performance, usability, reliability, and security.",,22,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_57829380,Textual Models,CodeStructure,"Text-based system models such as memos, reports, narratives, and lists used to describe requirements.",,89,0.6,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_d87baa0e,Graphical Models,CodeStructure,System models that use pictures to represent complex relationships and abstract concepts.,,89,0.6,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_6bd88b93,Mathematical Models,CodeStructure,"Formulas that describe technical aspects of a system, often used for functional and nonfunctional requirements.",,89,0.6,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_51060825,TicketProcessingSystem,CodeStructure,System responsible for processing traffic tickets and managing related events.,,120,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_a1330bc4,UseCaseDiagram,CodeStructure,Visual representation of the use cases for the ticket-processing system.,,120,0.8,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_b178da91,SocialNetworkingSubsystem,CodeStructure,Subsystem designed to enhance user interaction and engagement during trips.,,120,0.7,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_ec3db016,EventDecompositionTechnique,DesignPattern,Method for identifying and organizing events into use cases.,,120,0.75,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
n_8de8a258,Domain Class,DDDConcept,"A class that describes objects from the problem domain, representing entities and their attributes.",,133,0.9,,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf"
