id,source,target,relationship_type,properties
Use_Case_Controller|Problem_Domain_Class|DEPENDS_ON,Use Case Controller,Problem Domain Class,DEPENDS_ON,"{description: ""The Use Case Controller interacts with Problem Domain Classes to route messages and handle business logic.""}"
Use_Case_Controller|Use_Case-Specific_Methods|IMPLEMENTS,Use Case Controller,Use Case-Specific Methods,IMPLEMENTS,"{description: ""Use Case Controllers implement Use Case-Specific Methods to manage application behavior.""}"
Use_Case_Diagram|<<include>>_Link|CONTAINS,Use Case Diagram,<<include>> Link,CONTAINS,"{description: ""The use case diagram contains <<include>> links to show reuse of use cases.""}"
Use_Case_Diagram|Activity_Diagram|RELATES_TO,Use Case Diagram,Activity Diagram,RELATES_TO,"{description: ""The use case diagram informs the activity diagram by outlining the scenarios that need to be modeled in detail.""}"
Use_Case_Diagram|Activity_Diagram|RELATES_TO,Use Case Diagram,Activity Diagram,RELATES_TO,"{description: ""Use case diagrams define the interactions that can be detailed in activity diagrams.""}"
Use_Case_Diagram|Actor|RELATES_TO,Use Case Diagram,Actor,RELATES_TO,"{description: ""Actors are represented in the use case diagram, showing their interactions with the system.""}"
Use_Case_Diagram|Actor|RELATES_TO,Use Case Diagram,Actor,RELATES_TO,"{description: ""The use case diagram relates actors to use cases, showing how users interact with the system.""}"
Use_Case_Diagram|Design_Class_Diagram|PART_OF,Use Case Diagram,Design Class Diagram,PART_OF,"{description: ""Use case diagrams help identify the requirements that are represented in the design class diagram.""}"
Use_Case_Diagram|Domain_Model_Class_Diagram|DEPENDS_ON,Use Case Diagram,Domain Model Class Diagram,DEPENDS_ON,"{description: ""The use case diagram informs the creation of the domain model class diagram by specifying required classes.""}"
Use_Case_Diagram|Domain_Model_Class_Diagram|RELATES_TO,Use Case Diagram,Domain Model Class Diagram,RELATES_TO,"{description: ""The use case diagram provides context for the domain model class diagram, detailing the interactions that inform the model.""}"
Use_Case_Diagram|Domain_Model_Class_Diagram|RELATES_TO,Use Case Diagram,Domain Model Class Diagram,RELATES_TO,"{description: ""Use case diagrams help identify the entities and interactions that will be represented in the domain model.""}"
Use_Case_Diagram|Sequence_Diagram|RELATES_TO,Use Case Diagram,Sequence Diagram,RELATES_TO,"{description: ""Use Case Diagrams provide the basis for creating Sequence Diagrams that model interactions.""}"
Use_Case_Driven_Approach|Domain-Specific_Software_Architecture|DEPENDS_ON,Use Case Driven Approach,Domain-Specific Software Architecture,DEPENDS_ON,"{description: ""The use case driven approach informs the design of domain-specific architectures by focusing on user requirements.""}"
Use_Case_Driven_Approach|Domain-Specific_Software_Architecture|RELATES_TO,Use Case Driven Approach,Domain-Specific Software Architecture,RELATES_TO,"{description: ""The use case driven approach informs the design of domain-specific architectures.""}"
Use_Case_Modeling|Interaction_Diagrams|RELATES_TO,Use Case Modeling,Interaction Diagrams,RELATES_TO,"{description: ""Use case modeling can be represented through interaction diagrams to show user interactions.""}"
Use_Case_Optimal_Query|Repository_Pattern|IMPLEMENTS,Use Case Optimal Query,Repository Pattern,IMPLEMENTS,"{description: ""The Use Case Optimal Query utilizes the Repository Pattern to fetch data tailored to specific use cases.""}"
Use_Case_Optimal_Query|Value_Object|IMPLEMENTS,Use Case Optimal Query,Value Object,IMPLEMENTS,"{description: ""The Use Case Optimal Query pattern utilizes Value Objects to return domain-specific data.""}"
Use_Case_Output_Port|Dependency_Inversion_Principle|IMPLEMENTS,Use Case Output Port,Dependency Inversion Principle,IMPLEMENTS,"{description: ""The Use Case Output Port is designed to adhere to the Dependency Inversion Principle by allowing high-level use cases to depend on abstractions.""}"
Use_Cases|Common_Closure_Principle|RELATES_TO,Use Cases,Common Closure Principle,RELATES_TO,"{description: ""Use cases should be designed to adhere to the Common Closure Principle to avoid unnecessary dependencies.""}"
Use_Cases|Entities|DEPENDS_ON,Use Cases,Entities,DEPENDS_ON,"{description: ""Use cases depend on entities to perform operations and manage data.""}"
Use_Cases|Operational_Model|PART_OF,Use Cases,Operational Model,PART_OF,"{description: ""Use cases are used to create the operational model that defines system operations.""}"
Use_Cases|Single_Responsibility_Principle|RELATES_TO,Use Cases,Single Responsibility Principle,RELATES_TO,"{description: ""Use cases should follow the Single Responsibility Principle to maintain clarity and reduce complexity.""}"
Use-Case_Driven_Development|Module|DEPENDS_ON,Use-Case Driven Development,Module,DEPENDS_ON,"{description: ""Use-case driven development influences the selection and prioritization of modules for implementation.""}"
Use-Case_Driven_Development|Module|DEPENDS_ON,Use-Case Driven Development,Module,DEPENDS_ON,"{description: ""Use-case driven development often leads to the creation of modules that fulfill specific user requirements.""}"
UseModWiki|PHP_Script|DEPENDS_ON,UseModWiki,PHP Script,DEPENDS_ON,"{description: ""The PHP script was developed as an improvement over UseModWiki to address performance issues.""}"
User|Aggregate_Boundary|PART_OF,User,Aggregate Boundary,PART_OF,"{description: ""User is part of the Aggregate Boundary that encapsulates its state and behavior.""}"
User|Authentication_Interface|CONTAINS,User,Authentication Interface,CONTAINS,"{description: ""User is suggested to have an authentication interface to manage authentication logic securely.""}"
User|AuthenticationService|DEPENDS_ON,User,AuthenticationService,DEPENDS_ON,"{description: ""User relies on AuthenticationService for managing authentication processes.""}"
User|Encryption_Service|DEPENDS_ON,User,Encryption Service,DEPENDS_ON,"{description: ""The User depends on the Encryption Service to securely store their password.""}"
User|Encryption_Service|DEPENDS_ON,User,Encryption Service,DEPENDS_ON,"{description: ""The User entity relies on the Encryption Service to securely handle passwords.""}"
User|Entity|IMPLEMENTS,User,Entity,IMPLEMENTS,"{description: ""The User class extends the Entity class, inheriting its properties and behaviors.""}"
User|Entity|IMPLEMENTS,User,Entity,IMPLEMENTS,"{description: ""User is a specific implementation of the Entity concept in Domain-Driven Design.""}"
User|Maintainability|DEPENDS_ON,User,Maintainability,DEPENDS_ON,"{description: ""The design of User entities impacts the maintainability of the system, as they need to be easily manageable.""}"
User|Mapper|IMPLEMENTS,User,Mapper,IMPLEMENTS,"{description: ""The User class is mapped to a database table through the Mapper, establishing the ORM relationship.""}"
User|Repository_Pattern|IMPLEMENTS,User,Repository Pattern,IMPLEMENTS,"{description: ""User utilizes the Repository Pattern for data access, as indicated by the use of userRepository.""}"
User|Surrogate_Identity|RELATES_TO,User,Surrogate Identity,RELATES_TO,"{description: ""The User entity uses a surrogate identity as its primary key for database operations.""}"
User|Tenant|PART_OF,User,Tenant,PART_OF,"{description: ""The User entity is part of the Tenant context, requiring unique identification within that context.""}"
User|User_Permissions_System|DEPENDS_ON,User,User Permissions System,DEPENDS_ON,"{description: ""The User entity relies on the User Permissions System to manage access rights and actions.""}"
User|Whole_Value|PART_OF,User,Whole Value,PART_OF,"{description: ""The User can be represented as a Whole Value that includes both username and password attributes.""}"
User|k_tenant_id_username|PART_OF,User,k_tenant_id_username,PART_OF,"{description: ""The User entity\'s identity is part of the unique key constraint k_tenant_id_username in the database.""}"
User|setUsername|IMPLEMENTS,User,setUsername,IMPLEMENTS,"{description: ""The User entity implements the setUsername method to control the mutability of its username attribute.""}"
User_Class|Granular_Permissions_System|IMPLEMENTS,User Class,Granular Permissions System,IMPLEMENTS,"{description: ""The User Class utilizes the granular permissions system to manage user rights effectively.""}"
User_Class|Granular_Permissions_System|IMPLEMENTS,User Class,Granular Permissions System,IMPLEMENTS,"{description: ""The User Class utilizes the granular permissions system to manage user rights.""}"
User_Class|Scalability|DEPENDS_ON,User Class,Scalability,DEPENDS_ON,"{description: ""The design of the User Class affects the scalability of the MediaWiki application.""}"
User_Entity|Bounded_Context|PART_OF,User Entity,Bounded Context,PART_OF,"{description: ""The User Entity is modeled within a specific Bounded Context that defines its behavior and properties.""}"
User_Goal_Technique|Use_Case|IMPLEMENTS,User Goal Technique,Use Case,IMPLEMENTS,"{description: ""The user goal technique helps in identifying use cases by focusing on the goals of the users interacting with the system.""}"
User_Initiative|Mixed_Initiative|RELATES_TO,User Initiative,Mixed Initiative,RELATES_TO,"{description: ""User initiative is a component of mixed initiative interactions, where both user and system actions are involved.""}"
User_Interaction_Patterns|Erroneous_Inputs|CONTAINS,User Interaction Patterns,Erroneous Inputs,CONTAINS,"{description: ""Different user interaction patterns can lead to the execution of erroneous inputs.""}"
User_Interface|API|DEPENDS_ON,User Interface,API,DEPENDS_ON,"{description: ""The user interface relies on the API to facilitate user interactions with the software.""}"
User_Interface|Application_Services|DEPENDS_ON,User Interface,Application Services,DEPENDS_ON,"{description: ""The User Interface depends on Application Services to perform actions based on user input.""}"
User_Interface|Component_Types|CONTAINS,User Interface,Component Types,CONTAINS,"{description: ""The user interface is composed of various component types that facilitate user interaction.""}"
User_Interface|Document_Structure|CONTAINS,User Interface,Document Structure,CONTAINS,"{description: ""The user interface is built upon the document structure to present information visually.""}"
User_Interface|Document_Structure|DEPENDS_ON,User Interface,Document Structure,DEPENDS_ON,"{description: ""The User Interface relies on the Document Structure to present the document visually and interactively.""}"
User_Interface|Domain_Model|RELATES_TO,User Interface,Domain Model,RELATES_TO,"{description: ""The User Interface presents and interacts with the Domain Model, enabling user actions.""}"
User_Interface|Domain_Model|RELATES_TO,User Interface,Domain Model,RELATES_TO,"{description: ""The User Interface presents concepts from the Domain Model to the user.""}"
User_Interface|Look_and_Feel|RELATES_TO,User Interface,Look and Feel,RELATES_TO,"{description: ""The look and feel of the user interface directly influences user perception and engagement.""}"
User_Interface|Modifiability_Tactics|RELATES_TO,User Interface,Modifiability Tactics,RELATES_TO,"{description: ""The user interface is a key area where modifiability tactics are applied to manage changes.""}"
User_Interface|Product_Information_Subsystem|RELATES_TO,User Interface,Product Information Subsystem,RELATES_TO,"{description: ""The user interface design is essential for capturing and displaying information related to the Product Information Subsystem.""}"
User_Interface|Semantics_of_User_Interface|RELATES_TO,User Interface,Semantics of User Interface,RELATES_TO,"{description: ""The semantics of the user interface defines the functionalities and interactions that users can expect.""}"
User_Interface|Supplier_Information_Subsystem|RELATES_TO,User Interface,Supplier Information Subsystem,RELATES_TO,"{description: ""The user interface design is essential for capturing and displaying information related to the Supplier Information Subsystem.""}"
